Ensembl	KEid	KEtitle	AOid	AOtitle	AOPid	AOPtitle
ENSG00000248905	https://identifiers.org/aop.events/887; https://identifiers.org/aop.events/888	Inhibition, NADH-ubiquinone oxidoreductase  (complex I); Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)	https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/896	Parkinsonian motor deficits; Parkinsonian motor deficits	https://identifiers.org/aop/3; https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000251655	https://identifiers.org/aop.events/1656	Antagonism, Thyroid Receptor 	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/300; https://identifiers.org/aop/485	Thyroid Receptor Antagonism and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Thyroid hormone antagonism leading to impaired oligodendrocyte maturation during development and subsequent decreased cognition
ENSG00000255974	https://identifiers.org/aop.events/18	Activation, AhR	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/458; https://identifiers.org/aop/459	AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000256269	https://identifiers.org/aop.events/889	Impaired, Proteostasis	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000256612	https://identifiers.org/aop.events/958	Displacement, Serum thyroxine (T4) from transthyretin	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000260314	https://identifiers.org/aop.events/188; https://identifiers.org/aop.events/1492	Neuroinflammation; Tissue resident cell activation	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/1941; https://identifiers.org/aop.events/2121; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/341	Encephalitis; Impairment, Learning and memory; Increase, seizure; Increased, epilepsy; Memory Loss; N/A, Neurodegeneration; Parkinsonian motor deficits; decreased, Intellectual Quotient; Impairment, Learning and memory	https://identifiers.org/aop/12; https://identifiers.org/aop/17; https://identifiers.org/aop/3; https://identifiers.org/aop/374; https://identifiers.org/aop/429; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/17; https://identifiers.org/aop/483	A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants; Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Deposition of Energy Leading to Learning and Memory Impairment
ENSG00000263639	https://identifiers.org/aop.events/682	Generation, Amplified excitatory postsynaptic potential (EPSP)	https://identifiers.org/aop.events/613	Occurrence, Epileptic seizure	https://identifiers.org/aop/10	Binding to the picrotoxin site of ionotropic GABA receptors leading to epileptic seizures in adult brain
ENSG00000270141	https://identifiers.org/aop.events/1656	Antagonism, Thyroid Receptor 	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/300; https://identifiers.org/aop/485	Thyroid Receptor Antagonism and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Thyroid hormone antagonism leading to impaired oligodendrocyte maturation during development and subsequent decreased cognition
ENSG00000273079	https://identifiers.org/aop.events/618	Decreased, Neuronal network function in adult brain	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1583; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/896	Encephalitis; Impairment, Learning and memory; Increase, seizure; Increased, epilepsy; Parkinsonian motor deficits; Sensory axonal peripheral neuropathy	https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48	Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Various neuronal effects induced by elavl3, sox10, and mbp
ENSG00000274618	https://identifiers.org/aop.events/1262; https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	Apoptosis; Histone deacetylase inhibition; Histone acetylation, increase	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/1561; https://identifiers.org/aop.events/1561	Impairment, Learning and memory; Neural tube defects; Neural tube defects	https://identifiers.org/aop/500; https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/275	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis; Ceramide synthase inhibition leading to neural tube defects ; Histone deacetylase inhibition leads to neural tube defects; Histone deacetylase inhibition leads to neural tube defects
ENSG00000275896	https://identifiers.org/aop.events/1738	SARS-CoV-2 cell entry 	https://identifiers.org/aop.events/1875	Cerebrovascular disease (stroke)	https://identifiers.org/aop/395	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke)
ENSG00000277586	https://identifiers.org/aop.events/352	N/A, Neurodegeneration	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1583; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/896	Encephalitis; Impairment, Learning and memory; Increase, seizure; Increased, epilepsy; N/A, Neurodegeneration; Parkinsonian motor deficits; Sensory axonal peripheral neuropathy	https://identifiers.org/aop/12; https://identifiers.org/aop/281; https://identifiers.org/aop/374; https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/500	Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality; Acetylcholinesterase Inhibition Leading to Neurodegeneration; Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis; Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Various neuronal effects induced by elavl3, sox10, and mbp
